Link,Thương hiệu,Tên sp,Thông tin,Giá,Tên khách hàng,Rating,Hài lòng,Đánh giá,RAM,Loại RAM,Tốc độ Bus RAM,Hỗ trợ RAM tối đa,Ổ cứng,Công nghệ CPU,Số nhân,Số luồng,Tốc độ CPU,Tốc độ tối đa,NPU,Hiệu năng xử lý AI (TOPS),Màn hình,Độ phân giải,Tần số quét,Độ phủ màu,Công nghệ màn hình,Màn hình cảm ứng,Độ sáng SDR,Card màn hình,Công nghệ âm thanh,DTS,Cổng giao tiếp,Kết nối không dây,Webcam,Đèn bàn phím,Tính năng khác,Tản nhiệt,Khe đọc thẻ nhớ,Kích thước,Chất liệu,Thông tin Pin,Hệ điều hành,Thời điểm ra mắt,Dài(mm),Rộng(mm),Dày(mm),Trọng Lượng(kg)
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Anh Thuận,5,1,ok,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Nguyễn Đặng Thanh Mỹ,3,0,"Máy đẹp. Lướt web bình thường thoi thì thấy máy mượt. Login máy chưa đến 30s mới mua nên update nhìu, xài cỡ 5 tiếng hết pin. Nhưng mà loa tệ quá, 2 tuần đầu nghe kĩ thì lâu lâu bị rè kiểu nổ póc 1 cái. Tuy bây giờ không bị nữa nhưng âm thanh nhìn chung nghe chói, chóe tai hơn làm mình nghe nhạc mà thấy cứ rè rè é é kiểu gì á , âm lượng cũng nhỏ gần như gấp đôi laptop Dell và chỉ bằng cỡ 75% đth Redmi nhà mình. Chất lượng âm thanh không nói nhưng thiệt sự âm lượng nó nhỏ kinh lun í, hội ngừi điếc khum thích đeo tai nghe nên né ạ Mình mua 31/1 giá cỡ 15,6 chẹo, giờ giảm gần 700k nên sầu đau, tiếc rẻ. Mấy bạn nhân viên TGDĐ thì dễ thương he</span>",8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Chi,5,1,Tốt ạ,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Nguyễn Diệu Linh,5,0,"máy tốt, nhân viên tư vấn nhiệt tình, dùng mượt, chưa gặp vấn đề gì",8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Thuỳ Dương,5,0,Máy đẹp nhân viên tư vấn nhiệt tình,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Nguyễn My,4,0,"Sau khi sd đc 10 ngày, mình thấy máy chạy khá ok la, mượt nhạy đáp ứng đủ nhu cầu sd của mình

Tuy nhiên với tầm giá này thì có 1 vài điều mình k thích lắm, pin khoảng 3 tiếng sạc đầy 100%( mình  hc onl quá skype 1h40p hết 60% r), win 11 nên còn nhiều lỗii, mình sd bộ gõ tiếng trung k đc phải sd đến phần mềm t3 can thiệp vào, không cài đc tiếng việt trên máy như win 10 mình từng sd. Nhân viên DMX Ea Rốk phục vụ rất tận tình, 10₫ dịch vụ ạ",8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Lê Kim Ngọc,5,0,"Sản phẩm tốt chất lượng, tư vấn tận tình",8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Chị Lập,5,1,Tôi mua điện thoại máy tính ở thế giới Di Động hiện tại dùng rất tốt tôi được một cậu nhân viên tên Nam tư vấn rất nhiệt tình và giao hàng đúng ngày giờ còn hướng dẫn tôi cách sử dụng,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Trần Văn Tuyên,4,0,Tốt,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Nguyen Thi Ngoc Lanh,5,0,Tốt,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-a514-54-5127-i5-nxa28sv007?utm_flashsale=1,Acer,Laptop Acer Aspire 5 A514 54 5127 i5 1135G7/8GB/512GB/Win11 (NX.A28SV.007),"Bộ sản phẩm gồm: Dây nguồn, Sách hướng dẫn, Thùng máy, Sạc Laptop Acer
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",11290000,Thắng,4,1,Trong khoảng tầm giá có i5 chạy đáp ứng đủ nhu cầu học tập-văn phòng,8 GB,DDR4 (Onboard 4 GB + 1 khe 4 GB),2666 MHz,20 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 1 TB)",Intel Core i5 Tiger Lake - 1135G7,4,8,2.4GHz,Turbo Boost 4.2 GHz,,,"14""",Full HD (1920 x 1080),60Hz,,Tấm nền IPS,,,Card tích hợp - Intel Iris Xe Graphics,Acer TrueHarmony,,USB Type-C,Wi-Fi 6 (802.11ax),HD webcam,Đơn sắc - Màu trắng,,,,Dài 328 mm - Rộng 223 mm - Dày 17.95 mm - 1.46 kg,Vỏ nhựa - nắp lưng bằng kim loại,48Wh,Windows 11 Home SL,2021,328,223,17.95,1.46
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,Acer,Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Chí Công BĐS,5,1,Chí Công BĐS.Với gần 9tr mà sở hữu được i3 làm văn phòng kiếm được tiền gấp 10 lần so với máy thì máy này quá tuyệt vời.Mở nguồn nhanh.Nhảy bén.xử lý nhanh chóng.bàn phím rất dễ chịu.5 sao cho cách phục vụ của nhân viên.,8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,256 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,Acer,Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,phạm thanh ngộ,5,1,"trước mắt thấy ổn nha, đủ dùng cho nhu cầu văn phòng.",8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,256 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36mh-i3-nxktvsv001,Acer,Laptop Acer Aspire Lite 14 51M 36MH i3 1215U/8GB/256GB/Win11 (NX.KTVSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Binh,5,1,"Máy dùng ổn,khá nhanh so với giá Ngoại hình đẹp có nắp lưng bằng kim loại nhìn khá chắc.Dùng đc 1 thời gian,hết bh nên nâng cấp ram lên 16 cho thoải mái. Khuyến khích hs,sv hoặc nv văn phòng,coder như m dùng cũng đc.",8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,256 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,Acer,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Nguyễn Văn Đạt,5,1,"Sản phẩm rất tốt, giá thành hợp lí",8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,Acer,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Hải,5,1,"Sản phẩm tốt, mỏng, nhẹ, font chữ đẹp, máy chạy nhanh.",8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,Acer,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Nguyễn Thế Quân,5,1,Sp tốt nhân viên tư vấn nhiệt tình,8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-36pn-i3-nxktwsv001,Acer,Laptop Acer Aspire Lite 14 51M 36PN i3 1215U/8GB/512GB/Win11 (NX.KTWSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Ngô Hiệp Phát,5,1,máy mỏng nhẹ 10 điểm,8 GB,DDR5 2 khe (1 khe 8 GB + 1 khe trống),4800 MHz,16 GB,512 GB SSD NVMe PCIe,Intel Core i3 Alder Lake - 1215U,6,8,1.2GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics,Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
https://www.thegioididong.com/laptop/acer-aspire-lite-14-51m-59bn-i5-nxktxsv001,Acer,Laptop Acer Aspire Lite 14 51M 59BN i5 1235U/16GB/512GB/Win11 (NX.KTXSV.001),"Bộ sản phẩm gồm: Sách hướng dẫn, Sạc Laptop Acer ( 65W ), Thùng máy
Hư gì đổi nấy 12 tháng tại 2961 siêu thị toàn quốc (miễn phí tháng đầu) Xem chi tiết
Bảo hành chính hãng laptop 1 năm tại các trung tâm bảo hành hãng  Xem địa chỉ bảo hành",8490000,Phạm Ngọc Bình,5,1,"Máy pin khá lâu so với tác vụ văn phòng của mình, nhưng nếu chỉnh sửa hình ảnh như pts, lightroom thì máy nóng nhanh và hao pin hơn.",16 GB,DDR5 2 khe (1 khe 16 GB + 1 khe rời),4800 MHz,64 GB,"512 GB SSD NVMe PCIe (Có thể tháo ra, lắp thanh khác tối đa 2 TB)",Intel Core i5 Alder Lake - 1235U,10,12,1.3GHz,Turbo Boost 4.4 GHz,,,"14""",Full HD+ (1920 x 1200),60Hz,45% NTSC,TFT,,,Card tích hợp - Intel UHD Graphics (Iris Xe Graphics chỉ hoạt động với RAM kênh đôi),Stereo speakers,,Jack tai nghe 3.5 mm,Wi-Fi 6 (802.11ax),Full HD Webcam,Không có đèn,,,Micro SD,Dài 313.3 mm - Rộng 218 mm - Dày 16.9 mm - 1.5 kg,Vỏ nhựa - nắp lưng bằng kim loại,"3-cell Li-ion, 58 Wh",Windows 11 Home SL,2024,313.3,218,16.9,1.5
